.pl 16959
CisloDodavatele;NazevDodavatele;NazevDodavatele2;Ulice;Mesto;Psc;Ico;Dic1;Dic2;Zastoupeny;ZastoupenyOZ;Telefon;TelefonOz;Mail;MailOZ;Poznamka1;Poznamka2;Poznamka3;Poznamka4;Poznamka5;DatumPorizeni;PocetDnuObj;ZavozDen
00940$;PEBAL s.r.o.$; $;Keramick· 198$;T¯emoön·$;33011$; $;CZ$; $;p.Mal˝$; $;731 427216$;377 882 822$;malykart@volny.cz$; $;tel.377882811,827$; $; $; $; $;732685$;0$; 
00941$;OBAL CENTRUM s.r.o.$; $;Vesk· 35$;Sezemice$;53304$;25923536$;CZ$;25923536$; $; $;466 971 260$;466971260$;cvrkova@obal-centrum.com$; $;Cena 50l-132KË, 30l-118KË, doprava 1895KË.$; $; $; $; $;732685$;0$; 
00942$;EURO-äarm spol. s r.o./Oqema$; $;TÏöÌnsk· 222$;äenov$;73934$;63988186$;CZ$;47154047$;éitn·$; $;469669143,469669140$; $;romana.zitna@oqema.cz$; $;Objedn·vat vlastnÌ p¯epravu 412 432 175, vyzvednout z adre$;VÌtÏzstvÌ 251, SlatiÚany!!!!   p.éitn· 605 235 455$;JEJICH DOPRAVA 600 - ˙ËtujÌ p¯i jakÈkoli objedn·vce$;chlornan sodn˝ 12.5% 50l barel-pro Jirku na chalupu do ba-$;zÈnu-karta 3332, kyselina Ë.0396$;732686$;0$; 
00943$;CWS-boco »esk· republika s.r.o.$; $;Do »ertous 2635/20$;Praha$;19300$;63673185$;CZ$;63673185$; $; $;233 379 537$;233 376 512$;Jitka.Hubalova@cws-boco.com$; $; $; $; $;OZ Hubalov· 733 329 054   jitka.hubalova@cws-boco.com$; $;732686$;0$; 
00944$;* Z·p˘jËka$; $; $; $; $; $;CZ$; $; $; $; $; $; $; $; $; $; $; $; $;732695$;0$; 
00945$;Colonial-Fruct DPU spol. s r.o$; $;N·kladnÌ 344/2$;Liberec$;46001$;18381391$;CZ$;18381391$; $; $;48 5103697$; $; $; $;objedn·vky 482 312 362     fakturace 482 312 043$; $; $; $; $;732700$;0$; 
00946$;Stanislav Valtera$; $;K rozvodnÏ 214$;N·chod$;54701$;11051469$;CZ$;420804045$; $; $;491 428195$;491 428195$;s.valtera@rk6.org$; $; $;ûiletky Astra$;nov· cena akËnÌ 8.05 super  10.05 platinum  /$; $; $;732709$;0$; 
00947$;Rennell$; $;StarÈho 1$;OLOMOUC$;77900$;66955050$;CZ$;66955050$;Kadlec$; $;585154626$;585154626$;info@rennell.cz$; $;www.rennell.cz$;splatnost 14 dnÌ, dod·nÌ do 48 hodin$; $; $; $;732743$;0$; 
00948$;Mika a.s.$; $;Skalka 1848$;»esk· T¯ebov·$;56002$;48154890$;CZ$;48154890$;Mor·vek$; $;603 453 203$;465 508 133$;jtermit@seznam.cz$; $;Oz éivn· 731 449 002 minim·lnÌ z·voz 10000.- z·voz ˙ter˝$;Br·t p¯es AB sleva 18%$;Moûno sleva do let·ku 7%  nebo trval· 7%   splatnost 30dnÌ$;P¯efakturace NC+1%$;od 8 2011 je pouze jedna MIKA !!!!!$;732762$;0$; 
00949$;Vlastimil äindler - Fa äINDLER$;v˝roba mopu$;t¯.17.listopadu 18$;P¯erov$;75002$;15384373$;CZ$;5803162552$;äindler$; $;581 772 839$;581 772 839$;info@sindler-mopy.cz$; $;äindler 776 045 882$;äindlerov· 776 791 154$;Poötou cca 14 dnÌ nad 10000.-$; $; $;732765$;0$; 
00950$;Vela sdruûenÌ s.r.o.$; $;Dr.M.Hor·kovÈ 185/66$;Liberec$;46006$;25120328$;CZ$;25120328$; $; $;485101255$; $; $; $; $; $; $; $; $;732779$;0$; 
00951$;Pragochema$; $;P¯·telstvÌ 550$;Praha 10$;10000$;49686089$;CZ$;49686089$; $; $;271 082 363$; $;odbyt@pragochema.cz$; $;Po-P· 7-14.45$;pragofos 1802 zdraûenÌ od 1.1.11 na 195.-$; $; $; $;732812$;0$; 
00952$;Gargema spol. s r.o.$; $;ÿÌpsk· 20a Ë.p.1153$;Brno$;62700$;46993401$;CZ$;46993401$; $; $;548 217 777$;548 217 590$; $; $;Objedn·vky Cedkovsk· 548 425 319$; $; $; $; $;732868$;0$; 
00953$;Mobler Home s.r.o.$; $;DÏlnick· 776/5$;Praha$;17000$; $;CZ$; $; $; $; $; $; $; $; $; $; $; $; $;737654$;0$; 
00954$;Winterhalter$; $;Modletice 103$;ÿÌËany$;25101$;43750176$;CZ$;43750176$; $; $;323 604 536-7$;323 637 326$;info@winterhalter.cz$; $;606 633 173 Tom·öek-Liberec$;ZC-20% / na celou paletu jeötÏ -5%$;Doprava zdarma nad 15000 KË bez DPH/ sleva za vlast.odvoz$; $; $;732897$;0$; 
00955$;PROFILACK s.r.o.$; $;Na RybnÌËku 387/6$;Liberec 1$;46001$;61324728$;CZ$;61324728$; $; $; $; $; $; $; $; $; $; $; $;732901$;0$; 
00956$;Royce Bohemia a.s.$; $;Dr.Hor·kovÈ 78/534$;Liberec$;46006$;26133016$;CZ$;26133016$; $; $;485 131 129$; $; $; $;Sklo + talÌ¯e$; $; $; $; $;732902$;0$; 
00957$;PANTER COLOR a.s$; $;Ji¯ice 3$;Lys· nad Labem$;28922$;26201143$;CZ$;26201143$; $; $;325 575 416$;325 575 416$; $; $; $; $; $; $; $;732992$;0$; 
00958$;Kittfort Praha s.r.o.$;Kittfort Praha s.r.o.$;HorÚ·tky 1$;Neratovice$;27711$; $;CZ$; $;p.Turek 606 680 425$; $;315 687 592$;315 687 593$;ondrej.turek@kittfort.cz$; $;Objedn·vky na Kittfort-zav·ûÌ Panter.$; $; $; $; $;733010$;0$; 
00959$;DECUMA spoleËnost s r.o.$;DECUMA spoleËnost s r.o.$;ätef·nikova 266/24$;Praha 5$;15000$;49710486$;CZ$;49710486$; $; $; $; $;r.ondrejkovicova@quick.cz$; $;Oz Agip 724 254 642 OndrejkoviËov·$;Agip centr·la äpaËek 224 495 294$; $; $; $;733017$;0$; 
00960$;CBA NUGET s.r.o.$; $;Prumyslov· 5$;äumperk$;78701$;44761805$;CZ$;7003055818$; $; $;482 312 362$;482 312 043$;retaillbc@cba.cz$; $;Provozovna - BÌl˝ Kostel nad Nisou$;vyzved·v·me$; $;730 807 888, 724 895 184, 604 225 623$; $;733027$;0$;dle pot¯eb
00961$;* Sklad S1 - Zenit$; $; $; $; $; $;CZ$; $; $; $; $; $; $; $; $; $; $; $; $;733052$;0$; 
00962$;Bo¯ek Khol - PAPKO$; $;Slovansk· 754/80$;PlzeÚ 26$;32600$;16677561$;CZ$;410813008$; $; $;377 446 226$;377 430 128$;khol@papko.cz$; $; $; $; $; $; $;733112$;0$; 
00963$;CLEANEX s.r.o.$; $;CÈzavy 627$;BluËina$;66456$;26885620$;CZ$;26885620$;p.Adamov·$; $;724 085 373$; $; $; $;Obj. nad 5000KË$; $; $; $; $;733136$;0$; 
00964$;* Bonusy dodavatel Spontex$; $; $; $; $; $;CZ$; $; $; $; $; $; $; $; $; $; $; $; $;733169$;0$; 
00965$;LÈk·rna Pod Smrkem$; $;VaÚkova 225$;NovÈ MÏsto pod Smrke$;46365$;26857049$;CZ$;26857049$; $; $;482 311 070$;482 311 070$; $; $; $; $; $; $; $;733175$;0$; 
00966$;SPOZA,spol. s r.o.$; $;»ernilov 606$;okr.Hradec Kr·lovÈ$;50343$;15062791$;CZ$;15062791$; $; $;495 703 030$;495 703 038$; $; $; $; $; $; $; $;733184$;0$; 
00967$;DEKOS R, s.r.o.$; $;VodÏradsk· 2152$;ÿiËany$;25101$;25097733$;CZ$;25097733$; $; $; $; $; $; $;PoboËka-Kovrov Broumovsk·,Liberec$;Blecha öÈf 603 831 236$; $; $; $;733184$;0$; 
00968$;Vivaco, s.r.o.$; $;äkroupova 957$;Hradec Kr·lovÈ$;50002$;25959263$;CZ$;25959263$; $; $; $; $;vivaco@seznam.cz$; $; $; $; $; $; $;733188$;0$; 
00969$;Cheport, spol. s r.o.$; $;Lhotsko 93$;Vizovice$;76312$;13695797$;CZ$;13695797$; $; $;577 452 830$;577 452 365$; $; $; $; $; $; $; $;733191$;0$; 
00970$;Primagra a.s.$; $;N·draûnÌ 310$;MilÌn$;26231$;45148155$;CZ$;45148155$; $; $;318 875 189$; $;9$; $;dodacÌ adresa N·dr·ûnÌ 469 SedlËany 26401$;777 667 801 - Durdiakov· - ceny!!!!!!$; $; $; $;733230$;0$; 
00971$;Miloslav äulc$; $;HornÌ Oleönice 80$;HostinnÈ$;41371$;45958394$;CZ$;441001007$; $; $;499441539$;499441539$; $; $; $; $; $; $; $;733255$;0$; 
00972$;BM-plus, spol.s r.o.$; $;PalackÈho 501$;Holeöov$;76901$;49967029$;CZ$;49967029$; $; $;603 887 784$; $;truhlar@bmplus.cz$; $;min.z·voz 5pal$;573 397 777 -$;speci·lnÌ navin od 10 palet jin· cena.$; $;truhlar@bmplus.cz   n·ö oz Truhl·¯ 603 887 784$;733258$;15$;dle pot¯eby
00973$;Ji¯Ì MeËÌ¯ Protipoû·rnÌ servis$; $;RadËick· 373/13$;Liberec$;46014$; $;CZ$; $; $; $;608 028 507$; $; $; $; $; $; $; $; $;733276$;0$; 
00974$;Velkoobchod Maxi zdravÌ$;Radek Slov·k$;Axmanova 334$;Ostrava-Svinov$;72100$;65490665$; $; $; $; $;603 790 173$; $;objednavky@velkoobchod.maxizdravi.eu$; $; $; $; $; $; $;733286$;0$; 
00975$;Velkoobchod FAVE s.r.o.$; $;Dubick· 957/75$;»esk· LÌpa$;47001$;25066722$;CZ$;25066722$;Vedral$; $;602 733 343$;272 700 105$;objednavky@fave.cz$; $;OZ 602 231 459 /Duö·nek     dusanek@fave.cz$;obr·zky Cihelka 728 149 151$;reklamace 778 719 327 reklamace@fave.cz    8-16h prac.doba$;603 757 252$;725 883 800 Tomiöka z·vozy,termÌny dod·nÌ$;733308$;7$;st¯eda my vyzve
00976$;Karel Voitl$; $;Trojanova 771$;Kladno$;27201$;14467526$;CZ$;5607151363$; $; $;312 268 577$; $;napro@napro.cz$; $; $; $; $; $; $;733308$;0$; 
00977$;P¯ÌrodnÌ k·men s.r.o.$; $;Ml˝nsk· 6$;Praha 6$;16057$;45353174$;CZ$;45353174$; $; $;233343209$;233343209$;info@bellinzoni.cz$; $;pro test$;605 502 036$; $;p¯i 20ks doprava 256KË s DPH$;rozpustit do ceny - faktura za dopravu chodÌ pozdÏji$;733335$;0$; 
00978$;Forch s.r.o.$; $;DopravnÌ 1314/1$;Praha 10$;0$;27627331$;CZ$;25529978$; $; $;725 763 003$;541 102 843$;libor.donat@foerch.cz$; $;271 001 984$; $; $; $; $;733344$;0$; 
00979$;ARGOCHEM Praha, spol. s r.o.$; $;P¯·telstvÌ 550$;Praha 10-Uh¯inÏves$;10400$;41197534$;CZ$;41197534$; $; $; $; $; $; $; $; $; $; $; $;733359$;0$; 
00980$;YASMINE trade s.r.o.$; $;Ml˝nsk· 326/13$;Brno$;60200$;26238471$;CZ$;26238471$; $; $;736 632 075$; $;info@yasmine.cz$; $;736 632 075 äebestov·, 736 632 079 HavlÌËkov·$; $; $; $; $;733364$;0$; 
00981$;Miroslav KuËera - Kuku papÌr$; $;koko¯Ìnsk· 1861$;MÏlnÌk$;27601$;26468778$; $; $;KuËerov·$; $;315 602 460$;724 365 910$;info@kukupapir.cz$;kucerova@kukupapir.cz$;minim.z·voz 16palet$;Svobodov· 605 823 940/z·stup KuËerov˝$; KuËera 602 368 359$;obrat 15/ 3,39mil  16/ 5,14mil$; $;733366$;2$;dle pot¯eby
00982$;Vrabec a Vrabec s.r.o.$; $;Italsk· 753/27$;Praha 2$;12000$;26438143$;CZ$;26438143$; $; $; $; $; $; $;örouby, hmoûdinky$; $; $; $; $;737545$;0$; 
00983$;Q-PAP s.r.o.$; $;LunÌkov 27$;Hoböovice$;27321$;27388930$;CZ$;27388930$; $; $;312 523 070$; $;q-pap@q-pap.cz$; $;Markov·$;wc papÌr 3vrstv˝ nedÏlajÌ$; $; $; $;733377$;0$; 
00984$;BARVY A LAKY HOSTIVAÿ a.s.$;Provoz 346-P·lenka-MladÈ Buky$;Prumyslov· 1472/11$;Praha 10-Hostiva¯$;10219$;26765306$;CZ$;26765306$; $; $; $; $;francu.irena@seznam.cz$; $; $; $;ps·t ceny a odsouhlasit$;OZ Francu  602 473 465$;Weiss 739 634 759  denis.weiss@oz.bal.cz$;733385$;3$;dle pot¯eby
00985$;DROZD a spol.$; $;Sokolsk· 81$;Ostrava 1$;70200$;47154519$;CZ$;47154519$; $; $;596 112 902$;597 454 160$;info@drozdaspol.cz$; $; $; $; $; $; $;733392$;0$; 
00986$;GENEXVS spol.s .r.o.$; $;Moskevsk· 27/14$;Liberec 1$;46001$;27304256$;CZ$;27304256$; $; $;730 893 126$; $;zaludova@genexvs.cz$; $;po Tandemu$;ID 46713301  heslo e16245070 www.objednavky.genexvs.cz$; $; $; $;733429$;0$; 
00987$;UNIDEKOR / LAVI CZ$; $;Libuösk· 319$;Praha 4$;14200$;25969081$;CZ$;25969081$; $; $;242410793$; $;info@unidekor.cz$; $;oznaËenÌ jejich 40cm ramÌnek - RAWZ1-plastov˝ vÏö·k 40cm$;s p¯ÌËkou$; $; $; $;733442$;0$; 
00988$;PROMEDICA PRAHA GROUP a.s.$; $;Juarezova 17$;Praha 6$;16000$;25099019$;CZ$;25099019$; $; $;221 595 111$; $; $; $; $; $; $; $; $;733461$;0$; 
00989$;KubÌk a.s.$; $;U PraönÈ br·ny 1090$;Praha 1$;11121$;25928082$;CZ$;25928082$; $; $;461 619 010$; $; $; $;Provozovna VO, Sokolovsk· 1, Litomyöl$; $; $; $; $;733470$;0$; 
00990$;Ji¯Ì Zavadil$;Velkoobchod papÌrem$;»erven· ÿeËice 325$;»erven· ÿeËice$;39446$;68544898$;CZ$;5505131434$; $; $;565 325 939$; $;zavadil@papiry.eu$; $;602 168 855$;Katrin ZC -17%$; $; $; $;733507$;0$; 
00991$;AUTO KELLY LIBEREC$; $;Dr.M.Hor·kovÈ 119$;Liberec$;46006$; $;CZ$; $; $; $;485 130 860$; $; $; $; $; $; $; $; $;733520$;0$; 
00992$;Mikosoft Praha s.r.o.$; $;Michelsk· 55$;Praha 4$;14100$;26426251$;CZ$;26426251$; $; $;241 407 528$; $;info@nakupka.cz$; $; $; $; $; $; $;733524$;0$; 
00993$;FA Princ s.r.o.$; $;Z·sada 369$;Jablonec nad Nisou$;46825$; $;CZ$; $; $; $;326 329 257$; $;.$; $;OZ BÏlina 606 623 527$; $; $; $;SCA, Cormen, Ecolab$;733559$;0$; 
00994$;STEPA s.r.o.$; $;S·zavsk· 995$;Lanökroun$;56301$;46506993$;CZ$;46506993$; $; $;465 323 935-7$;465 323 876$;g.studena@stepa.cz$; $;Ë.5266 - 200/70/60, Ë.5350-200/150/60$;NutnÏ ps·t objedn·vku v jejich rozmÏrech!!!!!!!!!!$; $;OZ Kylar 739 033 416 kylar@stepa.cz$; $;733561$;0$; 
00995$;Stavebniny DEK a.s.$; $;Tiska¯sk· 257/10$;Praha 10$;10800$;03748600$;CZ$;699000797$; $; $; $; $; $; $; $; $; $; $; $;733566$;0$; 
00996$;LinkAmerika II., spol.s r.o.$; $;Na StarÈ silnici 99$;KnÏûeves u Prahy$;25268$;49711539$;CZ$;49711539$; $; $;220 514 337$; $; $; $; $; $; $; $; $;733568$;0$; 
00997$;Mountfield a.s.$; $;Miroöovick· 689$;Mnichovice$;25164$;25620991$;CZ$;25620991$; $; $;482 737 653$;482 737 654$; $; $;St¯edisko LBC 052$;sleva 7% vkladnÌ knÌûka$; $; $; $;733587$;0$; 
00998$;JANDA-DENTAL s.r.o.$; $;Osvoboditelu 1175$;Louny$;44001$;25497359$;CZ$;25497359$; $; $;415 653 201$;415 653 201$;info@janda-dental.cz$; $; $; $; $; $; $;733597$;0$; 
00999$;Dawex Chemical s.r.o.$; $; $;Praha$; $; $;CZ$; $; $; $; $; $;info@dawex.cz$; $; $; $; $; $; $;733604$;0$; 
01000$;* Poplatek za let·k ZENIT$; $; $; $; $; $;CZ$; $; $; $; $; $; $; $; $; $; $; $; $;733640$;0$; 
01001$;Nikolai Petcov$; $;NenaËovice 87$;Beroun$;26601$;25997467$;CZ$;611189916$; $; $;605 831 093$; $;aivi@aivi.cz$; $; $; $; $; $; $;733703$;0$; 
01002$;CHOPA spol.s r.o.$; $;Star˝ Vestec 224/78$;okr.Nymburk$;28916$; $;CZ$; $; $; $;325 565 050$; $; $; $; $; $; $; $; $;733721$;0$; 
01003$;Bena Sonet$; $; $; $; $; $;CZ$; $; $; $;736 677 137,125$; $;info@benasonet.cz$; $; $; $; $; $; $;733721$;0$; 
01004$;Karcher$; $; $; $; $; $;CZ$; $;Pecho$; $;774 859 014$;774 859 014$; $;pecho@karchercs.cz$;libereck˝ OZ$; $; $; $; $;730486$;0$; 
01005$;VABA PLUS - TRADE spol. s r.o.$; $;P¯ibyslavsk· 1812$;Nov· Paka$;50901$;47455179$;CZ$;47455179$; $; $;493 721 520$; $;vaba@vaba.cz$; $; $; $; $; $; $;733722$;0$; 
01006$;ARKA SG s.r.o.$; $;äpit·lka 91/23$;Brno$;60200$; $;CZ$; $; $; $; $; $; $; $; $; $; $; $; $;733729$;0$; 
01007$;Augustin Pecha-Mopservis s.r.o.$; $;Teplick· 121$;JÌlovÈ-MartinÏves$;40502$;27322521$;CZ$;27322521$;Laurinc$; $;412 545 935$; $;mopservis@volny.cz$; $;Josef Laurinc 412 545 935 / 603 885 951$;majitel Pecha 412 545 933/603 438 604$;SeverÌn$;NP p¯efakturace 8%$; $;733734$;0$; 
01008$;Baumax »R s.r.o.$; $;Doubsk· 1002$;Liberec 6$;46006$;18631991$;CZ$;18631991$; $; $; $; $; $; $; $; $; $; $; $;733790$;0$; 
01009$;XINTEX Czech , spol.s r.o.$; $; $;Praha$; $; $;CZ$; $; $; $;234253 550$; $;marek.svec@xintex-group.com$; $; $; $; $; $; $;733791$;0$; 
01010$;Penny Market$; $; $;Liberec$; $; $;CZ$; $; $; $; $; $; $; $; $; $; $; $; $;733847$;0$; 
01011$;Globus Hypermarket$; $;Sousedsk·$;Liberec$; $;63473291$;CZ$;63473291$; $; $; $; $; $; $; $; $; $; $; $;733855$;0$;dennÏ
01012$;SU - servis, s.r.o.$; $;HraniËnÌ 6$;»eskÈ BudÏjovice$;37006$;14502283$;CZ$;14502283$; $; $; $; $; $; $;b˝valÈ AB$; $; $; $; $;733875$;0$; 
01013$;Radim Kopec$; $;Braunerova 854/8$;Praha 8-LibeÚ$;18000$;69579385$;CZ$;7902125198$; $; $;608 300 690$; $; $; $;Dreumax$; $; $; $; $;733882$;0$; 
01014$;Alfachem$; $;U KoupaliötÏ 119/6$;Letovice$;67961$;26966069$;CZ$;26966069$; $; $;516476808$;516476808$;info@alfachem.cz$; $; $; $; $; $; $;733882$;0$; 
01015$;||200708$; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $;0$;0$; 
01016$;||200708$; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $;0$;0$; 
01017$;WH Progres s.r.o.$; $;PodÏbradova 238$;Chodov u K.Var˘$;35735$;25226754$;CZ$;25226754$; $; $;352 665 532$; $;jir.henzel@whprogres.cz$; $;P¯ÌmÌ dovozce v˝robku Fink /$;zatÌm na dobÌrku a platÌ se dopravnÈ!$;Minim·lnÌ objedn·vka 15000.-kË doprava zdarma$;Na pady - 25%  na chemii-25%$;pozor od 1.7.13 zdraûenÌ$;733883$;0$; 
01018$;Petr Novotn˝$; $; $; $; $; $;CZ$; $; $; $; $; $; $; $; $; $; $; $; $;733883$;0$; 
01019$;Dr.Max LÈk·rna$; $;Dr.Hor·kovÈ 586/90$;Liberec$;46007$; $;CZ$; $; $; $; $; $; $; $;objedn·vky online$; $; $; $; $;737760$;0$; 
01020$;HoÚka s.r.o.$; $;N·draûnÌ 489$;Hruöovany n.Jeviöovk$;67167$;26892332$;CZ$;26892332$; $; $;515 262 075$; $;ak@honkasro.cz$; $;zboûÌ pro knorr$; $; $; $; $;735417$;0$; 
01021$;Madel$; $; $; $; $; $;CZ$; $; $; $; $; $;velkoobchod.objednavky@espacevo.cz$; $; $; $; $; $;p¯es Espapce$;733884$;2$;dle pot¯eby
01022$;Mercator Medical s.r.o.$; $;VÌdeÚsk· 153$;Brno$;61900$;04597753$;CZ$;04597753$;Szekelov·$; $;544 509 091$; $;office@cz.mercatormedical.eu$; $;rukavice z polska Iätok 733 378 612$;n·kup minim·lnÏ 1 pal.cca 30000.-KË$;dod·nmÌ cca t˝den.$;od 1.1.2016 fakturace z »ech$;jan.istok@cz.mercatormedical.eu$;735417$;5$; 
01023$;D Clean$; $; $; $; $; $;CZ$; $; $; $; $; $; $; $; $; $; $; $; $;733891$;0$; 
01024$;VladimÌr CHadim$; $;Masarykovo n·m.10$;Jilemnice$;51401$;69865973$;CZ$;7710303590$; $; $; $; $; $; $; $; $; $; $; $;733903$;0$; 
01025$;Ladislav Vo¯Ìöek$; $;Hejnick· 95$;Liberec 31$;46001$; $;CZ$; $; $; $;603 813 562$;482 731 614$; $; $;Barva RAL 1026 -Sirolac$;nc barva 1kg 562.- + obal 25.- nebo 18.- 0.4L$;polednÌ pauza 12-13$;barva spray nc cca 260.-kË$; $;733920$;0$; 
01026$;Unikont Praha$; $;Sluûeb 609/6$;Praha 10$;10800$; $;CZ$; $; $; $;272 701 788$; $; $; $; $; $; $; $; $;733920$;0$; 
01027$;ECOCLEAN spol.s r.o.$; $;PoËernick· 96$;Praha 10$;10803$; $;CZ$; $; $; $;267021550$; $; $; $; $; $; $; $; $;733932$;0$; 
01028$;VOPI s.r.o.$; $;»echova 3889$;HavlÌËkuv Brod$;58001$;25972260$;CZ$;25972260$; $; $;569 640 641$; $;firkova@vopi.cz$; $; $; $; $; $; $;733969$;0$; 
01029$;PYTLÕK, a.s.$; $;BeËovsk· 1326/9$;Praha 10 - Uh¯inÏves$;10400$;26459990$;cz$;26459990$; $; $;222 287 044,41,43$;222 287 040$;maja.brozova@pytlik.cz$; $;OZ Mal· 777 310 096  jarka.mala@pytlik.cz$;Broûova 777 310 691$;1.10.2012 doprava zdarma od 1 palety.$;FA 1131003565 paleta poökozena, nebyla orig.EURO - 1ks$;2012 cel˝ 711000.-  2013 1463000.-$;734007$;2$;dle pot¯eby
01030$;ZdenÏk Hejsek$; $;Nad Plov·rnou 13$;Jihlava$;58601$; $;CZ$; $; $; $;561116501,724068404$; $; $; $; $; $; $; $; $;734011$;0$; 
01031$;Salinen Praha s.r.o.$; $;Tiska¯sk· 10$;Praha 10$;10828$; $;CZ$; $; $; $;241400371,496$; $;info@salinen.com$; $; $; $; $; $; $;734056$;0$; 
01032$;Hand Save s.r.o.$; $;Na HroudÏ 29/148$;Praha 10$;10000$; $;CZ$; $; $; $; $; $;]$; $;Maternov·$; $; $; $; $;734064$;0$; 
01033$;eko GRADO spol. s r.o.$; $; $;Most Velebudice$;43401$; $;CZ$; $; $; $;476 708 139$; $; $; $;OZ 723 691 604$; $; $; $; $;734092$;0$; 
01034$;UNI COLOR$; $; $;Liberec$; $; $;CZ$; $; $; $;485130373,777142213$; $;unicolorlbc@email.cz$; $; $; $; $; $; $;734095$;0$; 
01035$;Blyth s.r.o.$; $; $;Praha 10$; $; $;CZ$; $; $; $;773 678 452$; $;jan.zikmund@blyth.cz$; $; $; $; $; $; $;730486$;0$; 
01036$;Stanislav Kotl·r$; $;N·rodnÌ 2949$;Varnsdorf$;40447$;01342690$;Cz$;8102082395$; $; $;412 333 664$; $;info@parnicistic.cz$; $;kotl·r - 603 475 167$; $; $; $; $;734121$;0$; 
01037$;Ing.David Pikula$; $;Nerudova 3591/20$;Jablonec nad Nisou$;46601$;08690103$;CZ$;8303312534$;Pikula$; $;728 125 140$; $;david.pikula@seznam.cz$; $; $; $; $;Pikula v d˘chodu, p¯evzal syn$;731 449 916-Pikula$;734144$;0$; 
01038$;DRUID CZ s.r.o.$; $;HosÌnsk· 336$;Borek$;37367$;26057824$;CZ$;26057824$; $; $;380 124 619$;387 318 879$; $; $; $; $; $; $; $;734154$;0$; 
01039$;Ant.Petr spol.s r.o.$; $;Randova 7/3167$;Praha 5$;15000$; $;CZ$; $; $; $;603 471 441$; $;mhunacek@antpetr.cz$; $;HuÚ·Ëek$; $; $; $; $;734171$;0$; 
01040$;VËas s.r.o.$; $;Prumyslov· 1005$;Ben·tky$;29471$;44266286$;CZ$;44266286$; $; $;777 774 483$; $;hana.macounova@vcas.biz$; $;326 313 060$; $; $; $;p¯ihlaöov·ky- jmÈno / I»O, heslo liberec4$;734196$;0$; 
01041$;Nisatrade s.r.o.$; $;Fr˝dlantsk· 80$;Chrastava$;46331$; $;CZ$; $; $; $;485 143 523$; $; $; $; $; $; $;Mirko Kraus$; $;734214$;0$; 
01042$;NOTO s.r.o.$; $;Osvoboditelu 40/19$;Lovosice 2$;41002$; $;CZ$; $; $; $; $; $; $; $; $; $; $; $; $;734214$;0$; 
01043$;Lear , a.s.$; $;Pod SÌdliötÏm 3$;Brno$;63600$;00219282$;CZ$;00219282$;Weinbergerov·$; $;548216591$; $;info@lear.cz$; $;Lepidlo pro PEKM$;Lepidlo 80.-KË$;firma se slouËila s fa Stachema$; $; $;734227$;0$; 
01044$;Verkon s.r.o.$; $; $;Praha 9$;19000$; $;CZ$; $; $; $;284 810 775$; $; $; $;eshop-p¯ihl.jmÈno: vedeni@velkoobchoddrogerie.cz$;heslo : liberec4$; $; $; $;734249$;0$; 
01045$;Alfa Plastik a.s.$; $;Old¯ichovsk· 1437$;Tachov$;34729$; $;CZ$; $; $; $;374 218 111$; $;laukova@alfaplastik.biz$; $; $; $; $; $; $;734269$;0$; 
01046$;BONO-HS s.r.o.$; $;VolyÚsk· 446/2$;Strakonice$;38601$; $;CZ$; $; $; $;241 723 821$; $;objednavky@hono-hs.cz$; $; $; $; $; $; $;734305$;0$; 
01047$;Toner RL spol. s r.o.$; $; $;SedlËany$;26401$; $;CZ$; $; $; $;318 875 189$; $; $; $; $; $; $;b˝val· Primagra$; $;734326$;0$; 
01048$;Zinest s.r.o.$; $;U Tov·ren 256/14$;Praha 10$;10200$;48112453$;CZ$;48112453$; $; $;381 297 201$; $; $; $; $; $; $; $; $;734338$;0$; 
01049$;Bauhaus$; $; $;Liberec$; $; $;CZ$; $; $; $; $; $; $; $; $; $; $; $; $;734365$;0$; 
01050$;PRAMARK spol.s r.o.$; $;K¯Ìûov· 6$;Praha 5$;15005$; $;CZ$; $; $; $;251 56 10 29$;251 56 3385$;pramark@pramark.cz$; $; $; $; $;objedn·vat minim·lnÏ 50ks$;Pro Knorr$;734371$;0$; 
01051$;Korus EU a.s.$; $;29.srpna 792$;Podbo¯any$;44101$;27289095$;CZ$;27289095$;Kadlec$; $;724 784 156$; $;pkadlec@korus.eu$; $; $; $; $; $;odkaz je v oblÌben˝ch$;737626$;0$; 
01052$;Miroslav Mengr$; $;JasmÌnov· 192$;PodÏbrady$;29001$; $;CZ$; $; $; $;777 343 093$; $;mengr@email.cz$; $;zboûÌ na dobÌrku , dobr· cena p¯i vÏtöÌm mnoûstvÌ ûiletek$; $; $; $; $;734424$;0$; 
01053$;Velkoobchod Kate¯ina Bartoöov·$; $;P¯epe¯e 88$; $; $; $;CZ$; $; $; $; $; $; $; $;fakturace Citroformix -NEumann$; $; $; $; $;734434$;0$; 
01054$;Prodejny OK1$; $; $;Svitavy$;56802$; $;CZ$; $; $; $;773 000 345$; $; $; $; $; $; $; $; $;734465$;0$; 
